year,race,location,date,network,,spliced_name_1,spliced_name_2,spliced_name_3,spliced_name_4,spliced_name_5,spliced_name_6,spliced_name_7,spliced_name_8,spliced_name_9,spliced_name_10,name_for_macro
1990,Daytona_500,,2_18_2019,,,Daytona,500,,,,,,,,,1990_Daytona_500
1990,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",2_25_2019,TBS,,Pontiac,Excitement,400,,,,,,,,1990_Pontiac_Excitement_400
1990,GM_Goodwrench_500,"North_Carolina_Motor_Speedway, Rockingham",3_4_2019,ESPN,,GM,Goodwrench,500,,,,,,,,1990_GM_Goodwrench_500
1990,Motorcraft_Quality_Parts_500,"Atlanta_International_Raceway, Hampton",3_18_2019,ABC,,Motorcraft,500,,,,,,,,,1990_Motorcraft_Quality_Parts_500
1990,TranSouth_500,"Darlington_Raceway, Darlington",4_1_2019,ESPN,,TranSouth,500,,,,,,,,,1990_TranSouth_500
1990,Valleydale_Meats_500,"Bristol_International_Raceway, Bristol",4_8_2019,,,Valleydale,Meats,500,,,,,,,,1990_Valleydale_Meats_500
1990,First_Union_400,"North_Wilkesboro_Speedway, North_Wilkesboro",4_22_2019,,,First,Union,400,,,,,,,,1990_First_Union_400
1990,Hanes_Activewear_500,"Martinsville_Speedway, Ridgeway",4_29_2019,,,Hanes,Activewear,500,,,,,,,,1990_Hanes_Activewear_500
1990,Winston_500,"Talladega_Superspeedway, Talladega",5_6_2019,,,Winston,500,,,,,,,,,1990_Winston_500
1990,Coca-Cola_600,,5_27_2019,TBS,,Coca-Cola,600,,,,,,,,,1990_Coca-Cola_600
1990,Budweiser_500,"Dover_Downs_International_Speedway, Dover",6_3_2019,ESPN,,Budweiser,500,,,,,,,,,1990_Budweiser_500
1990,Banquet_Frozen_Foods_300,"Sears_Point_Raceway, Sonoma",6_10_2019,,,Banquet,Frozen,Foods,300,,,,,,,1990_Banquet_Frozen_Foods_300
1990,Miller_Genuine_Draft_500,"Pocono_International_Raceway, Long_Pond",6_17_2019,Showtime,,Miller,Genuine,Draft,500,,,,,,,1990_Miller_Genuine_Draft_500
1990,Miller_Genuine_Draft_400_(June),"Michigan_International_Speedway, Brooklyn",6_24_2019,CBS,,Miller,Genuine,Draft,400,,,,,,,1990_Miller_Genuine_Draft_400_(June)
1990,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_7_2019,ESPN,,Pepsi,400,,,,,,,,,1990_Pepsi_400
1990,AC_Spark_Plug_500,"Pocono_International_Raceway, Long_Pond",7_22_2019,,,AC,Spark,Plug,500,,,,,,,1990_AC_Spark_Plug_500
1990,DieHard_500,"Talladega_Superspeedway, Talladega",7_29_2019,CBS,,DieHard,500,,,,,,,,,1990_DieHard_500
1990,Budweiser_At_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_12_2019,ESPN,,Budweiser,At,The,Glen,,,,,,,1990_Budweiser_At_The_Glen
1990,Champion_Spark_Plug_400,"Michigan_International_Speedway, Brooklyn",8_19_2019,,,Champion,Spark,Plug,400,,,,,,,1990_Champion_Spark_Plug_400
1990,Busch_500,"Bristol_International_Raceway, Bristol",8_25_2019,,,Busch,500,,,,,,,,,1990_Busch_500
1990,Heinz_Southern_500,"Darlington_Raceway, Darlington",9_2_2019,,,Heinz,Southern,500,,,,,,,,1990_Heinz_Southern_500
1990,Miller_Genuine_Draft_400_(September),"Richmond_International_Raceway, Richmond",9_9_2019,TBS,,Miller,Genuine,Draft,400,,,,,,,1990_Miller_Genuine_Draft_400_(September)
1990,Peak_Antifreeze_500,"Dover_Downs_International_Speedway, Dover",9_16_2019,ESPN,,Peak,Antifreeze,500,,,,,,,,1990_Peak_Antifreeze_500
1990,Goody's_500,"Martinsville_Speedway, Ridgeway",9_23_2019,,,Goody's,500,,,,,,,,,1990_Goody's_500
1990,Tyson_Holly_Farms_400,"North_Wilkesboro_Speedway, North_Wilkesboro",9_30_2019,,,Tyson,Holly,Farms,400,,,,,,,1990_Tyson_Holly_Farms_400
1990,Mello_Yello_500,"Charlotte_Motor_Speedway, Concord",10_7_2019,TBS,,Mello,Yello,500,,,,,,,,1990_Mello_Yello_500
1990,AC_Delco_500,"North_Carolina_Motor_Speedway, Rockingham",10_21_2019,ESPN,,AC,Delco,500,,,,,,,,1990_AC_Delco_500
1990,Checker_500,"Phoenix_International_Raceway, Phoenix",11_4_2019,,,Checker,500,,,,,,,,,1990_Checker_500
1990,Atlanta_Journal_500,"Atlanta_Motor_Speedway, Hampton",11_18_2019,,,Atlanta,Journal,500,,,,,,,,1990_Atlanta_Journal_500
1991,Daytona_500_by_STP,2_17_2019,,,,Daytona,500,,,,,,,,,1991_Daytona_500_by_STP
1991,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",2_24_2019,TBS,,Pontiac,Excitement,400,,,,,,,,1991_Pontiac_Excitement_400
1991,GM_Goodwrench_500,"North_Carolina_Motor_Speedway, Rockingham",3_3_2019,TNN,,Goodwrench,500,,,,,,,,,1991_GM_Goodwrench_500
1991,Motorcraft_Quality_Parts_500,"Atlanta_Motor_Speedway, Hampton",March_18–19,ABC,,Motorcraft,500,,,,,,,,,1991_Motorcraft_Quality_Parts_500
1991,TranSouth_500,"Darlington_Raceway, Darlington",4_7_2019,ESPN,,TranSouth,500,,,,,,,,,1991_TranSouth_500
1991,Valleydale_Meats_500,"Bristol_International_Raceway, Bristol",4_14_2019,,,Valleydale,Meats,500,,,,,,,,1991_Valleydale_Meats_500
1991,First_Union_400,"North_Wilkesboro_Speedway, North_Wilkesboro",4_21_2019,,,First,Union,400,,,,,,,,1991_First_Union_400
1991,Hanes_500,"Martinsville_Speedway, Ridgeway",4_28_2019,,,Hanes,500,,,,,,,,,1991_Hanes_500
1991,Winston_500,"Talladega_Superspeedway, Talladega",5_6_2019,,,Winston,500,,,,,,,,,1991_Winston_500
1991,Coca-Cola_600,,5_26_2019,TBS,,Coca-Cola,600,,,,,,,,,1991_Coca-Cola_600
1991,Budweiser_500,"Dover_Downs_International_Speedway, Dover",6_3_2019,TNN,,Budweiser,500,,,,,,,,,1991_Budweiser_500
1991,Banquet_Frozen_Foods_300,"Sears_Point_Raceway, Sonoma",6_9_2019,ESPN,,Banquet,Frozen,Foods,300,,,,,,,1991_Banquet_Frozen_Foods_300
1991,Champion_Spark_Plug_500,"Pocono_International_Raceway, Long_Pond",6_16_2019,,,Champion,Spark,Plug,500,,,,,,,1991_Champion_Spark_Plug_500
1991,Miller_Genuine_Draft_400_(June),"Michigan_International_Speedway, Brooklyn",6_23_2019,CBS,,Miller,Genuine,Draft,400,,,,,,,1991_Miller_Genuine_Draft_400_(June)
1991,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_6_2019,ESPN,,Pepsi,400,,,,,,,,,1991_Pepsi_400
1991,Miller_Genuine_Draft_500,"Pocono_International_Raceway, Long_Pond",7_21_2019,,,Miller,Genuine,Draft,500,,,,,,,1991_Miller_Genuine_Draft_500
1991,DieHard_500,"Talladega_Superspeedway, Talladega",7_28_2019,CBS,,DieHard,500,,,,,,,,,1991_DieHard_500
1991,Budweiser_At_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_11_2019,ESPN,,Budweiser,At,The,Glen,,,,,,,1991_Budweiser_At_The_Glen
1991,Champion_Spark_Plug_400,"Michigan_International_Speedway, Brooklyn",8_18_2019,,,Champion,Spark,Plug,400,,,,,,,1991_Champion_Spark_Plug_400
1991,Bud_500,"Bristol_International_Raceway, Bristol",8_24_2019,,,Bud,500,,,,,,,,,1991_Bud_500
1991,Heinz_Southern_500,"Darlington_Raceway, Darlington",9_1_2019,,,Heinz,Southern,500,,,,,,,,1991_Heinz_Southern_500
1991,Miller_Genuine_Draft_400_(September),"Richmond_International_Raceway, Richmond",9_7_2019,TBS,,Miller,Genuine,Draft,400,,,,,,,1991_Miller_Genuine_Draft_400_(September)
1991,Peak_Antifreeze_500,"Dover_Downs_International_Speedway, Dover",9_15_2019,TNN,,Peak,Antifreeze,500,,,,,,,,1991_Peak_Antifreeze_500
1991,Goody's_500,"Martinsville_Speedway, Ridgeway",9_22_2019,ESPN,,Goody's,500,,,,,,,,,1991_Goody's_500
1991,Tyson_Holly_Farms_400,"North_Wilkesboro_Speedway, North_Wilkesboro",9_29_2019,,,Tyson_Holly,Farms,400,,,,,,,,1991_Tyson_Holly_Farms_400
1991,Mello_Yello_500,"Charlotte_Motor_Speedway, Concord",10_6_2019,TBS,,Mello,Yello,500,,,,,,,,1991_Mello_Yello_500
1991,AC_Delco_500,"North_Carolina_Motor_Speedway, Rockingham",10_20_2019,TNN,,AC,Delco,500,,,,,,,,1991_AC_Delco_500
1991,Pyroil_500,"Phoenix_International_Raceway, Phoenix",11_3_2019,,,Pyroil,500K,,,,,,,,,1991_Pyroil_500
1991,Hardee's_500,"Atlanta_Motor_Speedway, Hampton",11_17_2019,ESPN,,Hardee's,500,,,,,,,,,1991_Hardee's_500
1992,Daytona_500_by_STP,2_16_2019,CBS,,,Daytona,500,,,,,,,,,1992_Daytona_500_by_STP
1992,GM_Goodwrench_500,"North_Carolina_Motor_Speedway, Rockingham",3_1_2019,TNN,,GM,Goodwrench,500,,,,,,,,1992_GM_Goodwrench_500
1992,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",3_8_2019,TBS,,Pontiac,Excitement,400,,,,,,,,1992_Pontiac_Excitement_400
1992,Motorcraft_Quality_Parts_500,"Atlanta_Motor_Speedway, Hampton",3_15_2019,ABC,,Motorcraft,Quality,Parts,500,,,,,,,1992_Motorcraft_Quality_Parts_500
1992,TranSouth_500,"Darlington_Raceway, Darlington",3_29_2019,ESPN,,TranSouth,500,,,,,,,,,1992_TranSouth_500
1992,Food_City_500,"Bristol_International_Raceway, Bristol",4_5_2019,ESPN,,Food,City,500,,,,,,,,1992_Food_City_500
1992,First_Union_400,"North_Wilkesboro_Speedway, North_Wilkesboro",4_12_2019,ESPN,,First,Union,400,,,,,,,,1992_First_Union_400
1992,Hanes_500,"Martinsville_Speedway, Ridgeway",4_26_2019,ESPN,,Hanes,500,,,,,,,,,1992_Hanes_500
1992,Winston_500,"Talladega_Superspeedway, Talladega",5_3_2019,ESPN,,Winston,500,,,,,,,,,1992_Winston_500
1992,Coca-Cola_600,,5_24_2019,TBS,,Coca-Cola,600,,,,,,,,,1992_Coca-Cola_600
1992,Budweiser_500,"Dover_Downs_International_Speedway, Dover",5_31_2019,TNN,,Budweiser,500,,,,,,,,,1992_Budweiser_500
1992,Save_Mart_300K,"Sears_Point_Raceway, Sonoma",6_7_2019,ESPN,,Save,Mart,300K,,,,,,,,1992_Save_Mart_300K
1992,Champion_Spark_Plug_500,"Pocono_International_Raceway, Long_Pond",6_14_2019,ESPN,,Champion,Spark,Plug,500,,,,,,,1992_Champion_Spark_Plug_500
1992,Miller_Genuine_Draft_400_(June),"Michigan_International_Speedway, Brooklyn",6_21_2019,CBS,,Miller,Genuine,Draft,400,,,,,,,1992_Miller_Genuine_Draft_400_(June)
1992,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_4_2019,ESPN,,Pepsi,400,,,,,,,,,1992_Pepsi_400
1992,Miller_Genuine_Draft_500,"Pocono_International_Raceway, Long_Pond",7_19_2019,ESPN,,Miller,Genuine,Draft,500,,,,,,,1992_Miller_Genuine_Draft_500
1992,DieHard_500,"Talladega_Superspeedway, Talladega",7_26_2019,CBS,,DieHard,500,,,,,,,,,1992_DieHard_500
1992,Budweiser_At_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_9_2019,ESPN,,Budweiser,At,The,Glen,,,,,,,1992_Budweiser_At_The_Glen
1992,Champion_Spark_Plug_400,"Michigan_International_Speedway, Brooklyn",8_16_2019,ESPN,,Champion,Spark,Plug,400,,,,,,,1992_Champion_Spark_Plug_400
1992,Bud_500,"Bristol_International_Raceway, Bristol",8_29_2019,ESPN,,Bud,500,,,,,,,,,1992_Bud_500
1992,Mountain_Dew_Southern_500,"Darlington_Raceway, Darlington",9_6_2019,ESPN,,Mountain,Dew,Southern,500,,,,,,,1992_Mountain_Dew_Southern_500
1992,Miller_Genuine_Draft_400_(September),"Richmond_International_Raceway, Richmond",9_12_2019,TBS,,Miller,Genuine,Draft,400,,,,,,,1992_Miller_Genuine_Draft_400_(September)
1992,Peak_Antifreeze_500,"Dover_Downs_International_Speedway, Dover",9_20_2019,TNN,,Peak,Antifreeze,500,,,,,,,,1992_Peak_Antifreeze_500
1992,Goody's_500,"Martinsville_Speedway, Ridgeway",9_28_2019,ESPN,,Goody's,500,,,,,,,,,1992_Goody's_500
1992,Tyson_Holly_Farms_400,"North_Wilkesboro_Speedway, North_Wilkesboro",10_5_2019,ESPN,,Tyson_Holly,Farms,400,,,,,,,,1992_Tyson_Holly_Farms_400
1992,Mello_Yello_500,"Charlotte_Motor_Speedway, Concord",10_11_2019,TBS,,Mello,Yello,500,,,,,,,,1992_Mello_Yello_500
1992,AC_Delco_500,"North_Carolina_Motor_Speedway, Rockingham",10_25_2019,TNN,,AC,Delco,500,,,,,,,,1992_AC_Delco_500
1992,Pyroil_500K,"Phoenix_International_Raceway, Phoenix",11_1_2019,TNN,,Pyroil,500K,,,,,,,,,1992_Pyroil_500K
1992,Hooters_500,"Atlanta_Motor_Speedway, Hampton",11_15_2019,ESPN,,Hooters,500,,,,,,,,,1992_Hooters_500
1993,Daytona_500_by_STP,2_14_2019,,,,Daytona,500,,,,,,,,,1993_Daytona_500_by_STP
1993,GM_Goodwrench_500,"North_Carolina_Motor_Speedway, Rockingham",2_28_2019,TNN,,GM,Goodwrench,500,,,,,,,,1993_GM_Goodwrench_500
1993,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",3_7_2019,TBS,,Pontiac,Excitement,400,,,,,,,,1993_Pontiac_Excitement_400
1993,Motorcraft_Quality_Parts_500,"Atlanta_Motor_Speedway, Hampton",3_20_2019,TNN,,Motorcraft,Quality,Parts,500,,,,,,,1993_Motorcraft_Quality_Parts_500
1993,TranSouth_500,"Darlington_Raceway, Darlington",3_28_2019,ESPN,,TranSouth,500,,,,,,,,,1993_TranSouth_500
1993,Food_City_500,"Bristol_International_Raceway, Bristol",4_4_2019,,,Food,City,500,,,,,,,,1993_Food_City_500
1993,First_Union_400,"North_Wilkesboro_Speedway, North_Wilkesboro",4_18_2019,,,First,Union,400,,,,,,,,1993_First_Union_400
1993,Hanes_500,"Martinsville_Speedway, Ridgeway",4_25_2019,,,Hanes,500,,,,,,,,,1993_Hanes_500
1993,Winston_500,"Talladega_Superspeedway, Talladega",5_2_2019,,,Winston,500,,,,,,,,,1993_Winston_500
1993,Save_Mart_Supermarkets_300K,"Sears_Point_Raceway, Sonoma",5_16_2019,,,Save,Mart,Supermarkets,300K,,,,,,,1993_Save_Mart_Supermarkets_300K
1993,Coca-Cola_600,,5_30_2019,TBS,,Coca-Cola,600,,,,,,,,,1993_Coca-Cola_600
1993,Budweiser_500,"Dover_Downs_International_Speedway, Dover",6_6_2019,TNN,,Budweiser,500,,,,,,,,,1993_Budweiser_500
1993,Champion_Spark_Plug_500,"Pocono_International_Raceway, Long_Pond",6_13_2019,ESPN,,Champion,Spark,Plug,500,,,,,,,1993_Champion_Spark_Plug_500
1993,Miller_Genuine_Draft_400_(June),"Michigan_International_Speedway, Brooklyn",6_20_2019,CBS,,Miller,Genuine,Draft,400,,,,,,,1993_Miller_Genuine_Draft_400_(June)
1993,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_3_2019,ESPN,,Pepsi,400,,,,,,,,,1993_Pepsi_400
1993,Slick_50_300,"New_Hampshire_International_Speedway, Loudon",7_11_2019,TNN,,Slick,50,300,,,,,,,,1993_Slick_50_300
1993,Miller_Genuine_Draft_500,"Pocono_International_Raceway, Long_Pond",7_18_2019,TBS,,Miller,Genuine,Draft,500,,,,,,,1993_Miller_Genuine_Draft_500
1993,Die_Hard_500,"Talladega_Superspeedway, Talladega",7_25_2019,CBS,,DieHard,500,,,,,,,,,1993_Die_Hard_500
1993,Budweiser_At_the_Glen,"Watkins_Glen_International, Watkins_Glen",8_8_2019,ESPN,,The,Bud,at,the,Glen,,,,,,1993_Budweiser_At_the_Glen
1993,Champion_Spark_Plug_400,"Michigan_International_Speedway, Brooklyn",8_15_2019,,,Champion,Spark,Plug,400,,,,,,,1993_Champion_Spark_Plug_400
1993,Bud_500,"Bristol_International_Raceway, Bristol",8_28_2019,,,Bud,500,,,,,,,,,1993_Bud_500
1993,Mountain_Dew_Southern_500,"Darlington_Raceway, Darlington",9_5_2019,,,Mountain,Dew,Southern,500,,,,,,,1993_Mountain_Dew_Southern_500
1993,Miller_Genuine_Draft_400_(September),"Richmond_International_Raceway, Richmond",9_11_2019,TBS,,Miller,Genuine,Draft,400,,,,,,,1993_Miller_Genuine_Draft_400_(September)
1993,SplitFire_Spark_Plug_500,"Dover_Downs_International_Speedway, Dover",9_19_2019,TNN,,SplitFire,Spark,Plug,500,,,,,,,1993_SplitFire_Spark_Plug_500
1993,Goody's_500,"Martinsville_Speedway, Ridgeway",9_26_2019,ESPN,,Goody's,500,,,,,,,,,1993_Goody's_500
1993,Tyson_Holly_Farms_400,"North_Wilkesboro_Speedway, North_Wilkesboro",10_3_2019,,,Tyson_Holly,Farms,400,,,,,,,,1993_Tyson_Holly_Farms_400
1993,Mello_Yello_500,"Charlotte_Motor_Speedway, Concord",10_10_2019,TBS,,Mello,Yello,500,,,,,,,,1993_Mello_Yello_500
1993,AC_Delco_500,"North_Carolina_Motor_Speedway, Rockingham",10_24_2019,TNN,,AC,Delco,500,,,,,,,,1993_AC_Delco_500
1993,Slick_50_500,"Phoenix_International_Raceway, Phoenix",10_31_2019,,,Slick,50,500,,,,,,,,1993_Slick_50_500
1993,Hooters_500,"Atlanta_Motor_Speedway, Hampton",11_14_2019,ESPN,,Hooters,500,,,,,,,,,1993_Hooters_500
1994,Daytona_500,2_20_2019,,,,Daytona,500,,,,,,,,,1994_Daytona_500
1994,Goodwrench_500,"North_Carolina_Motor_Speedway, Rockingham",2_27_2019,TNN,,Goodwrench,500,,,,,,,,,1994_Goodwrench_500
1994,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",3_6_2019,TBS,,Pontiac,Excitement,400,,,,,,,,1994_Pontiac_Excitement_400
1994,Purolator_500,"Atlanta_Motor_Speedway, Hampton",3_13_2019,ABC,,Purolator,500,,,,,,,,,1994_Purolator_500
1994,TranSouth_Financial_400,"Darlington_Raceway, Darlington",3_27_2019,ESPN,,TranSouth,Financial,400,,,,,,,,1994_TranSouth_Financial_400
1994,Food_City_500,"Bristol_International_Raceway, Bristol",4_10_2019,,,Food,City,500,,,,,,,,1994_Food_City_500
1994,First_Union_400,"North_Wilkesboro_Speedway, North_Wilkesboro",4_17_2019,,,First,Union,400,,,,,,,,1994_First_Union_400
1994,Hanes_500,"Martinsville_Speedway, Ridgeway",4_24_2019,,,Hanes,500,,,,,,,,,1994_Hanes_500
1994,Winston_Select_500,"Talladega_Superspeedway, Talladega",5_1_2019,,,Winston,Select,500,,,,,,,,1994_Winston_Select_500
1994,Save_Mart_Supermarkets_300,"Sears_Point_Raceway, Sonoma",5_15_2019,,,Save,Mart,Supermarkets,300,,,,,,,1994_Save_Mart_Supermarkets_300
1994,Coca-Cola_600,,5_29_2019,TBS,,Coca-Cola,600,,,,,,,,,1994_Coca-Cola_600
1994,Budweiser_500,"Dover_Downs_International_Speedway, Dover",6_5_2019,TNN,,Budweiser,500,,,,,,,,,1994_Budweiser_500
1994,UAW-GM_Teamwork_500,"Pocono_International_Raceway, Long_Pond",6_12_2019,,,UAW-GM,Teamwork,500,,,,,,,,1994_UAW-GM_Teamwork_500
1994,Miller_Genuine_Draft_400_(June),"Michigan_International_Speedway, Brooklyn",6_19_2019,CBS,,Miller,Genuine,Draft,400,,,,,,,1994_Miller_Genuine_Draft_400_(June)
1994,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_2_2019,ESPN,,Pepsi,400,,,,,,,,,1994_Pepsi_400
1994,Slick_50_300,"New_Hampshire_International_Speedway, Loudon",7_10_2019,TNN,,Slick,50,300,,,,,,,,1994_Slick_50_300
1994,Miller_Genuine_Draft_500,"Pocono_International_Raceway, Long_Pond",7_17_2019,TBS,,Miller,Genuine,Draft,500,,,,,,,1994_Miller_Genuine_Draft_500
1994,DieHard_500,"Talladega_Superspeedway, Talladega",7_24_2019,CBS,,DieHard,500,,,,,,,,,1994_DieHard_500
1994,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_6_2019,ABC,,Brickyard,400,,,,,,,,,1994_Brickyard_400
1994,The_Bud_at_the_Glen,"Watkins_Glen_International, Watkins_Glen",8_14_2019,ESPN,,The,Bud,at,the,Glen,,,,,,1994_The_Bud_at_the_Glen
1994,GM_Goodwrench_Dealer_400,"Michigan_International_Speedway, Brooklyn",8_21_2019,,,GM,Goodwrench,Dealers,400,,,,,,,1994_GM_Goodwrench_Dealer_400
1994,Goody's_500_(August),"Bristol_International_Raceway, Bristol",8_27_2019,,,Goody's,500,,,,,,,,,1994_Goody's_500_(August)
1994,Mountain_Dew_Southern_500,"Darlington_Raceway, Darlington",9_4_2019,,,Mountain,Dew,Southern,500,,,,,,,1994_Mountain_Dew_Southern_500
1994,Miller_Genuine_Draft_400_(September),"Richmond_International_Raceway, Richmond",9_10_2019,TBS,,Miller,Genuine,Draft,400,,,,,,,1994_Miller_Genuine_Draft_400_(September)
1994,SplitFire_Spark_Plug_500,"Dover_Downs_International_Speedway, Dover",9_18_2019,TNN,,SplitFire,Spark,Plug,500,,,,,,,1994_SplitFire_Spark_Plug_500
1994,Goody's_500_(September),"Martinsville_Speedway, Ridgeway",9_25_2019,ESPN,,Goody's,500,,,,,,,,,1994_Goody's_500_(September)
1994,Tyson_Holly_Farms_400,"North_Wilkesboro_Speedway, North_Wilkesboro",10_2_2019,,,Tyson,Holly,Farms,400,,,,,,,1994_Tyson_Holly_Farms_400
1994,Mello_Yello_500,"Charlotte_Motor_Speedway, Concord",10_9_2019,TBS,,Mello,Yello,500,,,,,,,,1994_Mello_Yello_500
1994,AC-Delco_500,"North_Carolina_Motor_Speedway, Rockingham",10_23_2019,TNN,,AC,Delco,500,,,,,,,,1994_AC-Delco_500
1994,Slick_50_500,"Phoenix_International_Raceway, Phoenix",10_30_2019,,,Slick,50,500,,,,,,,,1994_Slick_50_500
1994,Hooters_500,"Atlanta_Motor_Speedway, Hampton",11_13_2019,ESPN,,Hooters,500,,,,,,,,,1994_Hooters_500
1995,Daytona_500,2_19_2019,CBS,,,Daytona,500,,,,,,,,,1995_Daytona_500
1995,Goodwrench_500,"North_Carolina_Motor_Speedway, Rockingham",2_26_2019,TNN,,Goodwrench,500,,,,,,,,,1995_Goodwrench_500
1995,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",3_5_2019,TBS,,Pontiac,Excitement,400,,,,,,,,1995_Pontiac_Excitement_400
1995,Purolator_500,"Atlanta_Motor_Speedway, Hampton",3_12_2019,ABC,,Purolator,500,,,,,,,,,1995_Purolator_500
1995,TranSouth_Financial_400,"Darlington_Raceway, Darlington",3_26_2019,ESPN,,TranSouth,Financial,400,,,,,,,,1995_TranSouth_Financial_400
1995,Food_City_500,"Bristol_International_Raceway, Bristol",4_2_2019,ESPN,,Food,City,500,,,,,,,,1995_Food_City_500
1995,First_Union_400,"North_Wilkesboro_Speedway, North_Wilkesboro",4_9_2019,ESPN,,First,Union,400,,,,,,,,1995_First_Union_400
1995,Hanes_500,"Martinsville_Speedway, Ridgeway",4_23_2019,ESPN,,Hanes,500,,,,,,,,,1995_Hanes_500
1995,Winston_Select_500,"Talladega_Superspeedway, Talladega",4_30_2019,ESPN,,Winston,Select,500,,,,,,,,1995_Winston_Select_500
1995,Save_Mart_Supermarkets_300,"Sears_Point_Raceway, Sonoma",5_7_2019,ESPN,,Save,Mart,Supermarkets,300,,,,,,,1995_Save_Mart_Supermarkets_300
1995,Coca-Cola_600,,5_28_2019,TBS,,Coca-Cola,600,,,,,,,,,1995_Coca-Cola_600
1995,Miller_Genuine_Draft_500_(June),"Dover_Downs_International_Speedway, Dover",6_4_2019,TNN,,Miller,Genuine,Draft,500,,,,,,,1995_Miller_Genuine_Draft_500_(June)
1995,UAW-GM_Teamwork_500,"Pocono_International_Raceway, Long_Pond",6_11_2019,TNN,,UAW-GM,Teamwork,500,,,,,,,,1995_UAW-GM_Teamwork_500
1995,Miller_Genuine_Draft_400_(June),"Michigan_International_Speedway, Brooklyn",6_18_2019,CBS,,Miller,Genuine,Draft,400,,,,,,,1995_Miller_Genuine_Draft_400_(June)
1995,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_1_2019,ESPN,,Pepsi,400,,,,,,,,,1995_Pepsi_400
1995,Slick_50_300,"New_Hampshire_International_Speedway, Loudon",7_9_2019,TNN,,Slick,50,300,,,,,,,,1995_Slick_50_300
1995,Miller_Genuine_Draft_500_(July),"Pocono_International_Raceway, Long_Pond",7_16_2019,TBS,,Miller,Genuine,Draft,500,,,,,,,1995_Miller_Genuine_Draft_500_(July)
1995,DieHard_500,"Talladega_Superspeedway, Talladega",7_23_2019,CBS,,DieHard,500,,,,,,,,,1995_DieHard_500
1995,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_5_2019,ABC ,,Brickyard,400,,,,,,,,,1995_Brickyard_400
1995,The_Bud_at_the_Glen,"Watkins_Glen_International, Watkins_Glen",8_12_2019,ESPN,,The,Bud,at,the,Glen,,,,,,1995_The_Bud_at_the_Glen
1995,GM_Goodwrench_Dealer_400,"Michigan_International_Speedway, Brooklyn",8_19_2019,ESPN,,GM,Goodwrench,400,,,,,,,,1995_GM_Goodwrench_Dealer_400
1995,Goody's_500_(August),"Bristol_International_Raceway, Bristol",8_26_2019,ESPN,,Goody's,500,,,,,,,,,1995_Goody's_500_(August)
1995,Mountain_Dew_Southern_500,"Darlington_Raceway, Darlington",9_3_2019,ESPN,,Mountain,Dew,Southern,500,,,,,,,1995_Mountain_Dew_Southern_500
1995,Miller_Genuine_Draft_400_(September),"Richmond_International_Raceway, Richmond",9_9_2019,TBS,,Miller,Genuine,Draft,400,,,,,,,1995_Miller_Genuine_Draft_400_(September)
1995,MBNA_500,"Dover_Downs_International_Speedway, Dover",9_17_2019,TNN,,MBNA,500,,,,,,,,,1995_MBNA_500
1995,Goody's_500_(September),"Martinsville_Speedway, Ridgeway",9_24_2019,ESPN,,Goody's,500,,,,,,,,,1995_Goody's_500_(September)
1995,Tyson_Holly_Farms_400,"North_Wilkesboro_Speedway, North_Wilkesboro",10_1_2019,ESPN,,Tyson,Holly,Farms,400,,,,,,,1995_Tyson_Holly_Farms_400
1995,UAW-GM_Quality_500,"Charlotte_Motor_Speedway, Concord",10_8_2019,TBS,,UAW-GM,Quality,500,,,,,,,,1995_UAW-GM_Quality_500
1995,AC-Delco_400,"North_Carolina_Motor_Speedway, Rockingham",10_22_2019,TNN,,AC,Delco,400,,,,,,,,1995_AC-Delco_400
1995,Dura_Lube_500,"Phoenix_International_Raceway, Phoenix",10_29_2019,TNN,,Dura,Lube,500,,,,,,,,1995_Dura_Lube_500
1995,NAPA_500,"Atlanta_Motor_Speedway, Hampton",11_12_2019,ESPN,,NAPA,500,,,,,,,,,1995_NAPA_500
1996,Daytona_500,2_18_2019,CBS,,,Daytona,500,,,,,,,,,1996_Daytona_500
1996,Goodwrench_Service_400,"North_Carolina_Motor_Speedway, Rockingham",2_25_2019,TNN,,Goodwrench,Service,400,,,,,,,,1996_Goodwrench_Service_400
1996,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",3_3_2019,ESPN,,Pontiac,Excitement,400,,,,,,,,1996_Pontiac_Excitement_400
