year,race,location,date,network,,spliced_name_1,spliced_name_2,spliced_name_3,spliced_name_4,spliced_name_5,spliced_name_6,spliced_name_7,spliced_name_8,spliced_name_9,spliced_name_10,name_for_macro
2001,Dodge_Save_Mart_350,"Sears_Point_Raceway, Sonoma",6_24_2019,Fox,,Dodge_Save,Mart,350,,,,,,,,2001_Dodge_Save_Mart_350
2001,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_7_2019,NBC,,Pepsi,400,,,,,,,,,2001_Pepsi_400
2001,Tropicana_400,"Chicagoland_Speedway, Joliet",7_15_2019,NBC,,Tropicana,400,,,,,,,,,2001_Tropicana_400
2001,New_England_300,"New_Hampshire_International_Speedway, Loudon",7_22_2019,TNT,,New,England,300,,,,,,,,2001_New_England_300
2001,Pennsylvania_500_Presented_by_Pep_Boys,"Pocono_Raceway, Long_Pond",7_29_2019,TNT,,Pennsylvania,500,,,,,,,,,2001_Pennsylvania_500_Presented_by_Pep_Boys
2001,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_5_2019,NBC,,Brickyard,400,,,,,,,,,2001_Brickyard_400
2001,Global_Crossing_At_the_Glen,"Watkins_Glen_International, Watkins_Glen",8_12_2019,NBC,,Global,Crossing,at,the,Glen,,,,,,2001_Global_Crossing_At_the_Glen
2001,Pepsi_400_Presented_by_Meijer,"Michigan_International_Speedway, Brooklyn",8_19_2019,TNT,,Pepsi,400,Presented,by,Meijer,,,,,,2001_Pepsi_400_Presented_by_Meijer
2001,Sharpie_500,"Bristol_Motor_Speedway, Bristol",8_25_2019,TNT,,Sharpie,500,,,,,,,,,2001_Sharpie_500
2001,Mountain_Dew_Southern_500,"Darlington_Raceway, Darlington",9_2_2019,TNT,,Mountain,Dew,Southern,500,,,,,,,2001_Mountain_Dew_Southern_500
2001,Chevrolet_Monte_Carlo_400,"Richmond_International_Raceway, Richmond",9_8_2019,TNT,,Chevrolet,Monte,Carlo,400,,,,,,,2001_Chevrolet_Monte_Carlo_400
2001,MBNA_Cal_Ripken_Jr._400,"Dover_Downs_International_Speedway, Dover",9_23_2019,NBC,,MBNA,Cal,Ripken,Jr.,400,,,,,,2001_MBNA_Cal_Ripken_Jr._400
2001,Protection_One_400,"Kansas_Speedway, Kansas_City",9_30_2019,NBC,,Protection,One,400,,,,,,,,2001_Protection_One_400
2001,UAW-GM_Quality_500,"Lowe's_Motor_Speedway, Concord",10_7_2019,NBC,,UAW-GM,Quality,500,,,,,,,,2001_UAW-GM_Quality_500
2001,Old_Dominion_500,"Martinsville_Speedway, Ridgeway",10_15_2019,NBC,,Old,Dominion,500,,,,,,,,2001_Old_Dominion_500
2001,EA_Sports_500,"Talladega_Superspeedway, Talladega",10_21_2019,NBC,,EA,Sports,500,,,,,,,,2001_EA_Sports_500
2001,Checker_Auto_Parts_500_Presented_by_Pennzoil,"Phoenix_International_Raceway, Phoenix",10_28_2019,NBC,,Checker,Auto,Parts,500,Presented,by,Pennzoil,,,,2001_Checker_Auto_Parts_500_Presented_by_Pennzoil
2001,Pop_Secret_Microwave_Popcorn_400,"North_Carolina_Speedway, Rockingham",11_4_2019,TNT,,Pop,Secret,Microwave,Popcorn,400,,,,,,2001_Pop_Secret_Microwave_Popcorn_400
2001,Pennzoil_Freedom_400,"Homestead-Miami_Speedway, Homestead",11_11_2019,NBC,,Pennzoil,Freedom,400,,,,,,,,2001_Pennzoil_Freedom_400
2001,NAPA_500,"Atlanta_Motor_Speedway, Hampton",11_18_2019,NBC,,NAPA,500,,,,,,,,,2001_NAPA_500
2001,New_Hampshire_300,"New_Hampshire_International_Speedway, Loudon",11_23_2019,NBC,,New,Hampshire,300,,,,,,,,2001_New_Hampshire_300
2002,Daytona_500,2_17_2019,NBC,,,Daytona,500,,,,,,,,,2002_Daytona_500
2002,Subway_400,"North_Carolina_Speedway, Rockingham",2_24_2019,Fox,,Subway,400,,,,,,,,,2002_Subway_400
2002,UAW-Daimler_Chrysler_400,"Las_Vegas_Motor_Speedway, Las_Vegas",3_3_2019,Fox,,UAW-DaimlerChrysler,400,,,,,,,,,2002_UAW-Daimler_Chrysler_400
2002,MBNA_America_500,"Atlanta_Motor_Speedway, Hampton",3_10_2019,Fox,,MBNA,America,500,,,,,,,,2002_MBNA_America_500
2002,Carolina_Dodge_Dealers_400,"Darlington_Raceway, Darlington",3_17_2019,Fox,,Carolina,Dodge,Dealers,400,,,,,,,2002_Carolina_Dodge_Dealers_400
2002,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_24_2019,Fox,,Food,City,500,,,,,,,,2002_Food_City_500
2002,Samsung_Radio_Shack_500,"Texas_Motor_Speedway, Fort_Worth",4_8_2019,Fox ,,Samsung_RadioShack,500,,,,,,,,,2002_Samsung_Radio_Shack_500
2002,Virginia_500,"Martinsville_Speedway, Ridgeway",4_14_2019,FX,,Virginia,500,,,,,,,,,2002_Virginia_500
2002,Aaron's_499,"Talladega_Superspeedway, Talladega",4_21_2019,Fox,,Aaron's,499,,,,,,,,,2002_Aaron's_499
2002,NAPA_Auto_Parts_500,"California_Speedway, Fontana",4_28_2019,Fox,,NAPA,Auto,Parts,500,,,,,,,2002_NAPA_Auto_Parts_500
2002,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",May_4–5,FX,,Pontiac,Excitement,400,,,,,,,,2002_Pontiac_Excitement_400
2002,Coca-Cola_Racing_Family_600,,5_26_2019,Fox,,Coca-Cola,Racing,Family,600,,,,,,,2002_Coca-Cola_Racing_Family_600
2002,MBNA_Platinum_400,"Dover_International_Speedway, Dover",6_2_2019,FX,,MBNA,Platinum,400,,,,,,,,2002_MBNA_Platinum_400
2002,Pocono_500,"Pocono_Raceway, Long_Pond",6_9_2019,Fox,,Pocono,500,,,,,,,,,2002_Pocono_500
2002,Sirius_Satellite_Radio_400,"Michigan_International_Speedway, Brooklyn",6_16_2019,Fox,,Sirius,Satellite,Radio,400,,,,,,,2002_Sirius_Satellite_Radio_400
2002,Dodge_Save_Mart_350,"Infineon_Raceway, Sonoma",6_23_2019,Fox,,Dodge_Save,Mart,350,,,,,,,,2002_Dodge_Save_Mart_350
2002,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_6_2019,Fox,,Pepsi,400,,,,,,,,,2002_Pepsi_400
2002,Tropicana_400,"Chicagoland_Speedway, Joliet",7_14_2019,NBC,,Tropicana,400,,,,,,,,,2002_Tropicana_400
2002,New_England_300,"New_Hampshire_International_Speedway, Loudon",7_21_2019,TNT,,New,England,300,,,,,,,,2002_New_England_300
2002,Pennsylvania_500,"Pocono_Raceway, Long_Pond",7_28_2019,TNT,,Pennsylvania,500,,,,,,,,,2002_Pennsylvania_500
2002,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_4_2019,NBC,,Brickyard,400,,,,,,,,,2002_Brickyard_400
2002,Sirius_Satellite_Radio_at_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_11_2019,NBC,,Sirius,Satellite,Radio,at,The,Glen,,,,,2002_Sirius_Satellite_Radio_at_The_Glen
2002,Pepsi_400_Presented_by_Farmer_Jack,"Michigan_International_Speedway, Brooklyn",8_18_2019,TNT,,Pepsi,400,Presented,by,Farmer,Jack,,,,,2002_Pepsi_400_Presented_by_Farmer_Jack
2002,Sharpie_500,"Bristol_Motor_Speedway, Bristol",8_24_2019,TNT,,Sharpie,500,,,,,,,,,2002_Sharpie_500
2002,Mountain_Dew_Southern_500,"Darlington_Raceway, Darlington",9_1_2019,TNT,,Mountain,Dew,Southern,500,,,,,,,2002_Mountain_Dew_Southern_500
2002,Chevrolet_Monte_Carlo_400,"Richmond_International_Raceway, Richmond",9_7_2019,TNT,,Chevrolet,Monte,Carlo,400,,,,,,,2002_Chevrolet_Monte_Carlo_400
2002,New_Hampshire_300,"New_Hampshire_International_Speedway, Loudon",9_15_2019,NBC,,New,Hampshire,300,,,,,,,,2002_New_Hampshire_300
2002,MBNA_All-American_Heroes_400,"Dover_International_Speedway, Dover",9_22_2019,TNT,,MBNA,All-American,Heroes,400,,,,,,,2002_MBNA_All-American_Heroes_400
2002,Protection_One_400,"Kansas_Speedway, Kansas_City",9_29_2019,NBC,,Protection,One,400,,,,,,,,2002_Protection_One_400
2002,EA_Sports_500,"Talladega_Superspeedway, Talladega",10_6_2019,NBC,,EA,Sports,500,,,,,,,,2002_EA_Sports_500
2002,UAW-GM_Quality_500,"Lowe's_Motor_Speedway, Concord",10_13_2019,NBC,,UAW-GM,Quality,500,,,,,,,,2002_UAW-GM_Quality_500
2002,Old_Dominion_500,"Martinsville_Speedway, Ridgeway",10_20_2019,NBC,,Old,Dominion,500,,,,,,,,2002_Old_Dominion_500
2002,NAPA_500,"Atlanta_Motor_Speedway, Hampton",10_27_2019,NBC,,NAPA,500,,,,,,,,,2002_NAPA_500
2002,Pop_Secret_Microwave_Popcorn_400,"North_Carolina_Speedway, Rockingham",11_3_2019,TNT,,Pop,Secret,Microwave,Popcorn,400,,,,,,2002_Pop_Secret_Microwave_Popcorn_400
2002,Checker_Auto_Parts_500_Presented_by_Pennzoil,"Phoenix_International_Raceway, Phoenix",11_10_2019,NBC,,Checker,Auto,Parts,500,Presented,by,Pennzoil,,,,2002_Checker_Auto_Parts_500_Presented_by_Pennzoil
2002,Ford_400,"Homestead-Miami_Speedway, Homestead",11_17_2019,NBC,,Ford,400,,,,,,,,,2002_Ford_400
2003,Daytona_500,2_16_2019,Fox,,,Daytona,500,,,,,,,,,2003_Daytona_500
2003,Subway_400,"North_Carolina_Speedway, Rockingham",2_23_2019,Fox,,Subway,400,,,,,,,,,2003_Subway_400
2003,UAW-Daimler_Chrysler_400,"Las_Vegas_Motor_Speedway, Las_Vegas",3_2_2019,Fox,,UAW-DaimlerChrysler,400,,,,,,,,,2003_UAW-Daimler_Chrysler_400
2003,Bass_Pro_Shops_MBNA_500_(March),"Atlanta_Motor_Speedway, Hampton",3_9_2019,Fox,,Bass,Pro,Shops,MBNA,500,,,,,,2003_Bass_Pro_Shops_MBNA_500_(March)
2003,Carolina_Dodge_Dealers_400,"Darlington_Raceway, Darlington",3_16_2019,Fox,,Carolina,Dodge,Dealers,400,,,,,,,2003_Carolina_Dodge_Dealers_400
2003,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_23_2019,Fox,,Food,City,500,,,,,,,,2003_Food_City_500
2003,Samsung_Radio_Shack_500,"Texas_Motor_Speedway, Fort_Worth",3_30_2019,Fox,,Samsung_RadioShack,500,,,,,,,,,2003_Samsung_Radio_Shack_500
2003,Aaron's_499,"Talladega_Superspeedway, Talladega",4_6_2019,Fox,,Aaron's,499,,,,,,,,,2003_Aaron's_499
2003,Virginia_500,"Martinsville_Speedway, Ridgeway",4_13_2019,FX,,Virginia,500,,,,,,,,,2003_Virginia_500
2003,Auto_Club_500,"California_Speedway, Fontana",4_27_2019,Fox,,Auto,Club,500,,,,,,,,2003_Auto_Club_500
2003,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",5_3_2019,FX,,Pontiac,Excitement,400,,,,,,,,2003_Pontiac_Excitement_400
2003,Coca-Cola_600,,5_25_2019,Fox,,Coca-Cola,600,,,,,,,,,2003_Coca-Cola_600
2003,MBNA_Armed_Forces_Family_400,"Dover_International_Speedway, Dover",6_1_2019,FX,,MBNA,Armed,Forces,Family,400,,,,,,2003_MBNA_Armed_Forces_Family_400
2003,Pocono_500,"Pocono_Raceway, Long_Pond",6_8_2019,FX,,Pocono,500,,,,,,,,,2003_Pocono_500
2003,Sirius_400,"Michigan_International_Speedway, Brooklyn",6_15_2019,Fox,,Sirius,400,,,,,,,,,2003_Sirius_400
2003,Dodge_Save_Mart_350,"Infineon_Raceway, Sonoma",6_22_2019,Fox,,Dodge_Save,Mart,350,,,,,,,,2003_Dodge_Save_Mart_350
2003,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_5_2019,NBC,,Pepsi,400,,,,,,,,,2003_Pepsi_400
2003,Tropicana_400,"Chicagoland_Speedway, Joliet",7_13_2019,NBC,,Tropicana,400,,,,,,,,,2003_Tropicana_400
2003,New_England_300,"New_Hampshire_International_Speedway, Loudon",7_20_2019,TNT,,New,England,300,,,,,,,,2003_New_England_300
2003,Pennsylvania_500,"Pocono_Raceway, Long_Pond",7_27_2019,TNT,,Pennsylvania,500,,,,,,,,,2003_Pennsylvania_500
2003,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_3_2019,NBC,,Brickyard,400,,,,,,,,,2003_Brickyard_400
2003,Sirius_Satellite_Radio_at_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_10_2019,NBC,,Sirius,Satellite,Radio,at,The,Glen,,,,,2003_Sirius_Satellite_Radio_at_The_Glen
2003,GFS_Marketplace_400,"Michigan_International_Speedway, Brooklyn",8_17_2019,TNT,,GFS,Marketplace,400,,,,,,,,2003_GFS_Marketplace_400
2003,Sharpie_500,"Bristol_Motor_Speedway, Bristol",8_23_2019,TNT,,Sharpie,500,,,,,,,,,2003_Sharpie_500
2003,Mountain_Dew_Southern_500,"Darlington_Raceway, Darlington",8_31_2019,NBC,,Mountain,Dew,Southern,500,,,,,,,2003_Mountain_Dew_Southern_500
2003,Chevy_Rock_and_Roll_400,"Richmond_International_Raceway, Richmond",9_6_2019,TNT,,Chevy,Rock,&,Roll,400,,,,,,2003_Chevy_Rock_and_Roll_400
2003,Sylvania_300,"New_Hampshire_International_Speedway, Loudon",9_14_2019,TNT,,Sylvania,300,,,,,,,,,2003_Sylvania_300
2003,MBNA_America_400,"Dover_International_Speedway, Dover",9_21_2019,TNT,,MBNA,America,400,,,,,,,,2003_MBNA_America_400
2003,EA_Sports_500,"Talladega_Superspeedway, Talladega",9_28_2019,NBC,,EA,Sports,500,,,,,,,,2003_EA_Sports_500
2003,Banquet_400_Presented_by_ConAgra_Foods,"Kansas_Speedway, Kansas_City",10_5_2019,NBC,,Banquet,400,Presented,by,ConAgra,Foods,,,,,2003_Banquet_400_Presented_by_ConAgra_Foods
2003,UAW-GM_Quality_500,"Lowe's_Motor_Speedway, Concord",10_11_2019,NBC,,UAW-GM,Quality,500,,,,,,,,2003_UAW-GM_Quality_500
2003,Subway_500,"Martinsville_Speedway, Ridgeway",10_19_2019,NBC,,Subway,500,,,,,,,,,2003_Subway_500
2003,Bass_Pro_Shops_MBNA_500_(October),"Atlanta_Motor_Speedway, Hampton",October_26–27,NBC,,Bass,Pro,Shops,MBNA,500,,,,,,2003_Bass_Pro_Shops_MBNA_500_(October)
2003,Checker_Auto_Parts_500_Presented_by_Havoline,"Phoenix_International_Raceway, Phoenix",11_2_2019,NBC,,Checker,Auto,Parts,500,Presented,by,Havoline,,,,2003_Checker_Auto_Parts_500_Presented_by_Havoline
2003,Pop-Secret_Microwave_Popcorn_400,"North_Carolina_Speedway, Rockingham",11_9_2019,TNT,,Pop,Secret,Microwave,Popcorn,400,,,,,,2003_Pop-Secret_Microwave_Popcorn_400
2003,Ford_400,"Homestead-Miami_Speedway, Homestead",11_16_2019,NBC,,Ford,400,,,,,,,,,2003_Ford_400
2004,Daytona_500,2_15_2019,NBC,,,Daytona,500,,,,,,,,,2004_Daytona_500
2004,Subway_400,"North_Carolina_Speedway, Rockingham",2_22_2019,Fox,,Subway,400,,,,,,,,,2004_Subway_400
2004,UAW-Daimler_Chrysler_400,"Las_Vegas_Motor_Speedway, Las_Vegas",3_7_2019,Fox,,UAW-DaimlerChrysler,400,,,,,,,,,2004_UAW-Daimler_Chrysler_400
2004,Golden_Corral_500,"Atlanta_Motor_Speedway, Hampton",3_14_2019,Fox,,Golden,Corral,500,,,,,,,,2004_Golden_Corral_500
2004,Carolina_Dodge_Dealers_400,"Darlington_Raceway, Darlington",3_21_2019,Fox,,Carolina,Dodge,Dealers,400,,,,,,,2004_Carolina_Dodge_Dealers_400
2004,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_28_2019,Fox,,Food,City,500,,,,,,,,2004_Food_City_500
2004,Samsung_Radio_Shack_500,"Texas_Motor_Speedway, Fort_Worth",4_4_2019,Fox,,Samsung,Radio,Shack,500,,,,,,,2004_Samsung_Radio_Shack_500
2004,Advance_Auto_Parts_500,"Martinsville_Speedway, Ridgeway",4_18_2019,Fox,,Advance,Auto,Parts,500,,,,,,,2004_Advance_Auto_Parts_500
2004,Aaron's_499,"Talladega_Superspeedway, Talladega",4_25_2019,Fox,,Aaron's,499,,,,,,,,,2004_Aaron's_499
2004,Auto_Club_500,"California_Speedway, Fontana",5_2_2019,Fox,,Auto,Club,500,,,,,,,,2004_Auto_Club_500
2004,Chevy_American_Revolution_400,"Richmond_International_Raceway, Richmond",5_15_2019,FX,,Chevy,American,Revolution,400,,,,,,,2004_Chevy_American_Revolution_400
2004,Coca-Cola_600,,5_30_2019,Fox,,Coca-Cola,600,,,,,,,,,2004_Coca-Cola_600
2004,MBNA_America_400_A_Salute_to_Heroes,"Dover_International_Speedway, Dover",6_6_2019,FX,,MBNA,America,400,A_Salute_to_Heroes,,,,,,,2004_MBNA_America_400_A_Salute_to_Heroes
2004,Pocono_500,"Pocono_Raceway, Long_Pond",6_13_2019,Fox,,Pocono,500,,,,,,,,,2004_Pocono_500
2004,DHL_400,"Michigan_International_Speedway, Brooklyn",6_20_2019,Fox,,DHL,400,,,,,,,,,2004_DHL_400
2004,Dodge_Save_Mart_350,"Infineon_Raceway, Sonoma",6_27_2019,Fox,,Dodge_Save,Mart,350,,,,,,,,2004_Dodge_Save_Mart_350
2004,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_3_2019,Fox,,Pepsi,400,,,,,,,,,2004_Pepsi_400
2004,Tropicana_400_Presented_by_Meijer,"Chicagoland_Speedway, Joliet",7_11_2019,NBC,,Tropicana,400,Presented,by,Meijer,,,,,,2004_Tropicana_400_Presented_by_Meijer
2004,Siemens_300,"New_Hampshire_International_Speedway, Loudon",7_25_2019,TNT,,Siemens,300,,,,,,,,,2004_Siemens_300
2004,Pennsylvania_500,"Pocono_Raceway, Long_Pond",8_1_2019,TNT,,Pennsylvania,500,,,,,,,,,2004_Pennsylvania_500
2004,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_8_2019,NBC,,Brickyard,400,,,,,,,,,2004_Brickyard_400
2004,Sirius_at_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_15_2019,TNT,,Sirius,at,The,Glen,,,,,,,2004_Sirius_at_The_Glen
2004,GFS_Marketplace_400,"Michigan_International_Speedway, Brooklyn",8_22_2019,TNT,,GFS,Marketplace,400,,,,,,,,2004_GFS_Marketplace_400
2004,Sharpie_500,"Bristol_Motor_Speedway, Bristol",8_28_2019,TNT,,Sharpie,500,,,,,,,,,2004_Sharpie_500
2004,Pop_Secret_500,"California_Speedway, Fontana",9_5_2019,NBC,,Pop,Secret,500,,,,,,,,2004_Pop_Secret_500
2004,Chevy_Rock_and_Roll_400,"Richmond_International_Raceway, Richmond",9_11_2019,TNT,,Chevy,Rock,&,Roll,400,,,,,,2004_Chevy_Rock_and_Roll_400
2004,Sylvania_300,"New_Hampshire_International_Speedway, Loudon",9_19_2019,TNT,,Sylvania,300,,,,,,,,,2004_Sylvania_300
2004,MBNA_America_400,"Dover_International_Speedway, Dover",9_26_2019,TNT,,MBNA,America,400,,,,,,,,2004_MBNA_America_400
2004,EA_Sports_500,"Talladega_Superspeedway, Talladega",10_3_2019,NBC,,EA,Sports,500,,,,,,,,2004_EA_Sports_500
2004,Banquet_400_Presented_by_ConAgra_Foods,"Kansas_Speedway, Kansas_City",10_10_2019,NBC,,Banquet,400,Presented,by,ConAgra,Foods,,,,,2004_Banquet_400_Presented_by_ConAgra_Foods
2004,UAW-GM_Quality_500,"Lowe's_Motor_Speedway, Concord",10_16_2019,NBC,,UAW-GM,Quality,500,,,,,,,,2004_UAW-GM_Quality_500
2004,Subway_500,"Martinsville_Speedway, Ridgeway",10_24_2019,NBC,,Subway,500,,,,,,,,,2004_Subway_500
2004,Bass_Pro_Shops_MBNA_500,"Atlanta_Motor_Speedway, Hampton",10_31_2019,NBC,,Bass,Pro,Shops,MBNA,500,,,,,,2004_Bass_Pro_Shops_MBNA_500
2004,Checker_Auto_Parts_500,"Phoenix_International_Raceway, Phoenix",11_7_2019,NBC,,Checker,Auto,Parts,500,,,,,,,2004_Checker_Auto_Parts_500
2004,Mountain_Dew_Southern_500,"Darlington_Raceway, Darlington",11_14_2019,NBC,,Mountain,Dew,Southern,500,,,,,,,2004_Mountain_Dew_Southern_500
2004,Ford_400,"Homestead-Miami_Speedway, Homestead",11_21_2019,NBC,,Ford,400,,,,,,,,,2004_Ford_400
2005,Daytona_500,2_20_2019,FOX,,,Daytona,500,,,,,,,,,2005_Daytona_500
2005,Auto_Club_500,"California_Speedway, Fontana",2_27_2019,FOX,,Auto,Club,500,,,,,,,,2005_Auto_Club_500
2005,UAW-Daimler_Chrysler_400,"Las_Vegas_Motor_Speedway, Las_Vegas, Nevada",3_13_2019,FOX,,UAW-DaimlerChrysler,400,,,,,,,,,2005_UAW-Daimler_Chrysler_400
2005,Golden_Corral_500,"Atlanta_Motor_Speedway, Hampton",3_20_2019,FOX,,Golden,Corral,500,,,,,,,,2005_Golden_Corral_500
2005,Food_City_500,"Bristol_Motor_Speedway, Bristol",4_3_2019,FOX,,Food,City,500,,,,,,,,2005_Food_City_500
2005,Advance_Auto_Parts_500,"Martinsville_Speedway, Ridgeway",4_10_2019,FOX,,Advance,Auto,Parts,500,,,,,,,2005_Advance_Auto_Parts_500
2005,Samsung_Radio_Shack_500,"Texas_Motor_Speedway, Fort_Worth",4_17_2019,FOX,,Samsung_Radio,Shack,500,,,,,,,,2005_Samsung_Radio_Shack_500
2005,Subway_Fresh_500,"Phoenix_International_Raceway, Phoenix",4_23_2019,FOX,,Subway,Fresh,500,,,,,,,,2005_Subway_Fresh_500
2005,Aaron's_499,"Talladega_Superspeedway, Talladega",5_1_2019,FOX,,Aaron's,499,,,,,,,,,2005_Aaron's_499
2005,Dodge_Charger_500,"Darlington_Raceway, Darlington",5_7_2019,FOX,,Dodge,Charger,500,,,,,,,,2005_Dodge_Charger_500
2005,Chevy_American_Revolution_400,"Richmond_International_Raceway, Richmond",5_14_2019,FX,,Chevy,American,Revolution,400,,,,,,,2005_Chevy_American_Revolution_400
2005,Coca-Cola_600,,5_29_2019,FOX,,Coca-Cola,600,,,,,,,,,2005_Coca-Cola_600
2005,MBNA_RacePoints_400,"Dover_International_Speedway, Dover",6_5_2019,FX,,MBNA,RacePoints,400,,,,,,,,2005_MBNA_RacePoints_400
2005,Pocono_500,"Pocono_Raceway, Long_Pond",6_12_2019,FOX,,Pocono,500,,,,,,,,,2005_Pocono_500
2005,Batman_Begins_400,"Michigan_International_Speedway, Brooklyn",6_19_2019,FOX,,Batman,Begins,400,,,,,,,,2005_Batman_Begins_400
2005,Dodge_Save_Mart_350,"Infineon_Raceway, Sonoma",6_26_2019,FOX,,Dodge_Save,Mart,350,,,,,,,,2005_Dodge_Save_Mart_350
2005,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_2_2019,NBC,,Pepsi,400,,,,,,,,,2005_Pepsi_400
2005,USG_Sheetrock_400,"Chicagoland_Speedway, Joliet",7_10_2019,NBC,,USG,Sheetrock,400,,,,,,,,2005_USG_Sheetrock_400
2005,New_England_300,"New_Hampshire_International_Speedway, Loudon",7_17_2019,TNT,,New,England,300,,,,,,,,2005_New_England_300
2005,Pennsylvania_500,"Pocono_Raceway, Long_Pond",7_24_2019,TNT,,Pennsylvania,500,,,,,,,,,2005_Pennsylvania_500
2005,Allstate_400_at_the_Brickyard,"Indianapolis_Motor_Speedway, Speedway",8_7_2019,NBC,,Allstate,400,at,the,Brickyard,,,,,,2005_Allstate_400_at_the_Brickyard
2005,Sirius_Satellite_Radio_at_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_14_2019,NBC,,Sirius,Satellite,Radio,at,The,Glen,,,,,2005_Sirius_Satellite_Radio_at_The_Glen
2005,GFS_Marketplace_400,"Michigan_International_Speedway, Brooklyn",8_21_2019,TNT,,GFS,Marketplace,400,,,,,,,,2005_GFS_Marketplace_400
2005,Sharpie_500,"Bristol_Motor_Speedway, Bristol",8_27_2019,TNT,,Sharpie,500,,,,,,,,,2005_Sharpie_500
2005,Sony_HD_500,"California_Speedway, Fontana",9_4_2019,NBC,,Sony,HD,500,,,,,,,,2005_Sony_HD_500
2005,Chevy_Rock_and_Roll_400,"Richmond_International_Raceway, Richmond",9_10_2019,TNT,,Chevy,Rock,&,Roll,400,,,,,,2005_Chevy_Rock_and_Roll_400
2005,Sylvania_300,"New_Hampshire_International_Speedway, Loudon",9_18_2019,TNT,,Sylvania,300,,,,,,,,,2005_Sylvania_300
2005,MBNA_NASCAR_RacePoints_400,"Dover_International_Speedway, Dover",9_25_2019,TNT,,MBNA,NASCAR,RacePoints,400,,,,,,,2005_MBNA_NASCAR_RacePoints_400
2005,UAW-Ford_500,"Talladega_Superspeedway, Talladega",10_2_2019,NBC,,UAW-Ford,500,,,,,,,,,2005_UAW-Ford_500
2005,Banquet_400_Presented_by_ConAgra_Foods,"Kansas_Speedway, Kansas_City",10_9_2019,NBC,,Banquet,400,Presented,by,ConAgra,Foods,,,,,2005_Banquet_400_Presented_by_ConAgra_Foods
2005,UAW-GM_Quality_500,"Lowe's_Motor_Speedway, Concord",10_15_2019,NBC,,UAW-GM,Quality,500,,,,,,,,2005_UAW-GM_Quality_500
2005,Subway_500,"Martinsville_Speedway, Ridgeway",10_23_2019,NBC,,Subway,500,,,,,,,,,2005_Subway_500
2005,Bass_Pro_Shops_MBNA_500,"Atlanta_Motor_Speedway, Hampton",10_30_2019,NBC ,,Bass,Pro,Shops,MBNA,500,,,,,,2005_Bass_Pro_Shops_MBNA_500
2005,Dickies_500,"Texas_Motor_Speedway, Fort_Worth",11_6_2019,NBC,,Dickies,500,,,,,,,,,2005_Dickies_500
2005,Checker_Auto_Parts_500,"Phoenix_International_Raceway, Phoenix",11_13_2019,NBC,,Checker,Auto,Parts,500,,,,,,,2005_Checker_Auto_Parts_500
2005,Ford_400,"Homestead-Miami_Speedway, Homestead",11_20_2019,NBC,,Ford,400,,,,,,,,,2005_Ford_400
2006,Daytona_500,2_19_2019,NBC,,,Daytona,500,,,,,,,,,2006_Daytona_500
2006,Auto_Club_500,"California_Speedway, Fontana",2_26_2019,Fox,,Auto,Club,500,,,,,,,,2006_Auto_Club_500
2006,UAW-Daimler_Chrysler_400,"Las_Vegas_Motor_Speedway, Las_Vegas, Nevada",3_12_2019,Fox,,UAW-DaimlerChrysler,400,,,,,,,,,2006_UAW-Daimler_Chrysler_400
2006,Golden_Corral_500,"Atlanta_Motor_Speedway, Hampton",3_20_2019,Fox ,,Golden,Corral,500,,,,,,,,2006_Golden_Corral_500
2006,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_26_2019,Fox,,Food,City,500,,,,,,,,2006_Food_City_500
2006,DirecTV_500,"Martinsville_Speedway, Ridgeway",4_2_2019,Fox,,DirecTV,500,,,,,,,,,2006_DirecTV_500
2006,Samsung_Radio_Shack_500,"Texas_Motor_Speedway, Fort_Worth",4_9_2019,Fox,,Samsung_Radio,Shack,500,,,,,,,,2006_Samsung_Radio_Shack_500
2006,Subway_Fresh_500,"Phoenix_International_Raceway, Phoenix",4_22_2019,Fox,,Subway,Fresh,500,,,,,,,,2006_Subway_Fresh_500
2006,Aaron's_499,"Talladega_Superspeedway, Talladega",5_1_2019,Fox ,,Aaron's,499,,,,,,,,,2006_Aaron's_499
2006,Crown_Royal_400,"Richmond_International_Raceway, Richmond",5_6_2019,FX,,Crown,Royal,400,,,,,,,,2006_Crown_Royal_400
